"PH","Turbidity"
"","5,036,017,097,278,320"
"6,328,553,081,263,280","32,658,541,365,015,500"
"6,150,595,718,406,800","4,847,520,234,035,190"
"","4,067,414,044,403,110"
"5,508,155,525,691,390","4,571,406,411,209,010"
"4,761,105,184,627,480","4,581,395,077,548,660"
"10,490,744,032,724,800","288,702,293,905,644"
"6,676,137,319,471,850","433,664,848,480,327"
"7,973,307,535,065,090","2,826,111,940,669,660"
"7,352,146,037,579,760","5,864,497,891,134,690"
"6,990,800,830,630,450","43,326,398,719,810,600"
"5,468,360,932,331,920","493,346,794,921,327"
"78,359,069,892,020,192","31,838,640,933,419,600"
"25,381,157,734,813,600","28,400,972,144,695,800"
"8,423,084,471,695,770","3,958,608,983,759,070"
"7,617,014,108,815,560","3,800,552,599,356,120"
"7,617,033,493,510,340","4,299,543,395,683,080"
"54,293,348,423,692,896","30,817,359,202,705,800"
"","458,215,729,826,292"
"549,597,599,882,932","4,901,038,222,067,850"
"5,092,757,238,606,060","4,636,728,696,472,330"
"62,528,102,107,865,000","29,217,973,892,390,800"
"6,747,415,283,032,470","337,745,052,375,287"
"6,640,862,809,077,260","4,708,268,601,649,430"
"","5,437,429,061,426,660"
"7,300,990,131,038,150","4,596,347,340,478,690"
"54,985,146,932,294,800","30,748,154,278,369,800"
"5,652,501,287,341,670","485,644,419,196,427"
"61,649,272,929,056,096","4,169,660,977,577,570"
"78,519,256,917,911,392","52,040,441,779,297,504"
"7,221,689,439,703,990","3,160,818,481,426,780"
"6,578,083,890,884,720","4,890,415,758,942,130"
"7,859,489,939,100,050","4,498,069,165,936,720"
"6,073,684,981,465,110","5,249,069,810,806,520"
"","38,501,348,891,737,104"
"64,079,633,358,080,400","2,954,092,652,381,750"
"8,646,642,950,300,480","33,332,426,816,293,900"
"71,846,977,625,084,096","3,904,063,423,060,470"
"6,932,085,030,049,920","4,433,285,887,697,200"
"6,174,750,579,100,350","25,660,487,883,616,800"
"9,540,252,240,007,290","33,295,038,991,199,000"
"6,888,842,932,366,850","4,512,332,449,397,930"
"8,174,186,267,047,550","4,709,402,884,560,940"
"8,756,926,859,235,550","29,456,717,268,238,700"
"4,740,056,688,020,880","5,467,935,706,130,960"
"8,764,495,619,256,660","5,790,838,006,076,010"
"7,899,451,562,181,430","28,537,673,494,417,200"
"7,402,653,150,168,770","62,265,804,048,163,904"
"58,000,341,769,897,000","40,744,075,716,550,896"
"70,891,841,872,037,504","32,660,285,121,463,900"
"7,852,206,664,016,240","35,324,376,192,277,300"
"4,945,694,700,087,740","3,782,517,460,306,920"
"977,693,205,003,625","2,569,468,001,273,410"
"5,153,488,640,267,040","37,499,205,645,305,200"
"6,884,981,084,419,800","4,584,319,179,768,510"
"7,608,750,191,252,160","4,627,464,223,238,910"
"","2,290,411,119,725,520"
"4,901,906,856,012,030","4,103,534,274,020,020"
"5,711,212,506,317,290","39,533,349,669,675,400"
"7,476,689,511,613,980","4,195,539,286,347,100"
"7,033,495,055,020,290","3,678,957,092,279,020"
"","5,294,159,073,122,180"
"","5,149,542,443,249,870"
"8,655,298,873,146,690","4,588,758,377,714,620"
"","3,168,031,026,202,650"
"83,043,346,530,985","4,181,254,134,458,120"
"7,717,076,952,182,750","4,967,975,792,277,650"
"7,555,822,759,422,740","4,099,168,690,603,560"
"4,881,729,593,763,430","305,019,758,470,709"
"8,311,271,181,077,600","44,620,457,379,771,800"
"3,800,431,282,307,120","4,473,976,075,064,170"
"4,083,594,880,123,220","2,974,870,902,771,940"
"","4,575,874,147,599,670"
"4,865,069,696,444,600","3,974,972,302,235,220"
"962,472,688,627,138","2,615,257,476,344,290"
"5,188,776,875,456,330","37,695,039,072,256,000"
"7,842,979,001,264,930","5,109,312,362,176,540"
"5,916,930,488,243,060","31,575,595,204,469,100"
"5,729,689,120,388,070","5,100,552,354,171,280"
"56,782,209,670,592,096","5,429,781,739,947,600"
"7,386,581,819,694,890","37,913,725,882,785,296"
"7,519,227,463,461,570","32,757,249,591,599,700"
"7,446,225,785,014,980","50,866,985,617,202,800"
"7,753,936,117,609,160","4,833,026,694,103,550"
"9,159,660,476,654,180","5,452,362,325,257,570"
"7,496,990,927,216,010","3,837,926,004,293,750"
"7,542,300,167,142,750","4,317,553,511,769,740"
"7,159,052,990,497,450","4,291,668,966,809,950"
"","35,162,378,046,280,000"
"5,844,673,795,577,300","43,380,560,876,593,504"
"","33,846,485,053,932,100"
"5,258,414,736,632,190","37,307,927,875,940,000"
"7,420,640,789,488,350","5,423,767,330,031,320"
"7,074,251,443,801,100","48,789,441,157,900,000"
"8,189,213,850,977,870","37,095,088,780,387,800"
"7,744,130,993,509,200","5,207,683,455,238,740"
"8,289,857,906,323,220","4,289,236,735,135,710"
"8,025,220,020,635,540","4,134,942,729,310,310"
"8,848,927,372,187,070","5,992,325,026,682,800"
"6,438,421,803,670,390","33,803,603,938,404,300"
"","4,459,393,979,995,630"
"8,205,550,719,357,210","5,129,527,820,006,000"
"8,310,373,671,963,340","3,493,053,886,006,750"
"","3,980,920,352,299,420"
"7,833,970,823,584,200","4,814,916,877,070,630"
"8,142,660,400,879,280","4,617,093,489,122,910"
"5,896,432,475,240,330","4,280,792,929,244,010"
"","3,490,172,614,179,790"
"4,310,701,499,826,130","31,723,754,914,035,800"
"7,895,769,121,117,420","4,391,731,338,483,630"
"6,862,995,092,159,000","53,432,850,343,321,000"
"630,476,863,013,428","5,109,934,757,659,320"
"6,578,680,569,429,310","4,292,042,179,344,560"
"896,724,410,982,202","37,422,559,435,706,304"
"","2,848,370,818,146,620"
"7,423,088,086,315,850","3,712,681,965,458,990"
"9,166,758,132,730,480","5,429,266,409,418,420"
"8,468,694,414,938,100","4,375,598,892,354,400"
"6,486,152,659,745,710","3,246,794,304,771,330"
"4,439,095,783,352,970","3,844,230,760,680,540"
"779,278,353,049,359","4,047,380,786,186,080"
"72,052,182,636,461,104","3,465,331,089,346,420"
"6,569,053,876,389,380","4,204,699,128,535,810"
"","4,164,772,623,814,820"
"4,291,687,729,728,820","461,608,855,445,448"
"","4,403,876,807,334,030"
"4,921,093,903,334,440","3,285,186,850,930,740"
"6,727,185,265,204,600","4,158,248,534,758,000"
"5,757,088,957,380,860","37,301,854,671,420,896"
"5,842,359,064,086,900","386,529,596,711,091"
"8,848,103,019,208,410","30,747,993,058,867,700"
"5,866,250,667,826,010","4,281,313,459,019,750"
"6,020,995,362,815,590","4,806,016,624,928,020"
"7,529,929,502,630,920","4,585,321,994,452,440"
"6,649,705,311,159,430","3,085,178,509,021,310"
"50,977,862,263,180,896","4,829,323,363,639,570"
"6,483,994,507,852,920","26,886,432,854,606,400"
"","33,999,454,918,012,700"
"5,669,699,209,078,300","19,101,166,454,023,000"
"8,127,710,424,418,520","4,244,173,211,474,280"
"9,106,916,914,695,540","4,186,726,398,762,150"
"7,575,757,883,896,300","3,176,432,526,006,710"
"8,246,369,053,777,840","4,433,256,610,390,330"
"29,454,690,611,226,800","506,998,277,048,037"
"4,964,070,341,569,730","476,170,080,448,234"
"4,991,396,889,652,930","39,265,987,301,511,800"
"5,045,625,730,051,440","33,317,866,407,748,000"
"","3,469,561,085,530,680"
"11,069,456,289,054,500","488,051,238,141,723"
"57,753,308,887,641","5,164,259,921,170,330"
"901,210,031,314,688","4,962,329,207,225,050"
"4,031,610,444,420,660","403,793,915,512,632"
"788,212,394,746,559","5,364,172,169,372,370"
"8,759,488,714,536,650","28,895,781,098,103,300"
"665,364,951,527,896","4,871,406,193,456,350"
"","4,963,535,103,139,460"
"4,473,882,085,450,570","4,893,656,690,689,320"
"9,349,469,962,360,620","3,778,022,672,484,780"
"6,862,936,025,532,800","38,060,932,559,249,800"
"8,261,405,952,114,930","2,800,428,120,229,170"
"8,860,324,241,725,670","24,766,744,197,524,400"
"7,496,510,679,592,290","33,634,032,575,749,000"
"10,164,173,337,271,400","3,530,940,954,727,120"
"","4,086,175,636,933,560"
"6,039,823,242,055,410","3,923,766,074,944,680"
"","3,240,419,096,520,530"
"6,057,904,774,112,310","4,269,753,245,404,220"
"8,005,016,372,063,830","5,288,776,596,554,310"
"","2,676,593,519,083,000"
"7,038,347,516,788,060","4,575,578,404,717,100"
"","4,478,070,476,621,260"
"8,237,091,873,714,280","36,860,744,730,197,104"
"6,574,083,863,949,980","4,977,323,507,740,180"
"7,338,107,609,571,770","3,736,379,595,420,890"
"4,851,103,882,370,320","36,441,068,937,291,104"
"6,917,920,215,961,800","26,914,851,352,386,600"
"6,709,336,439,351,160","4,074,387,228,438,900"
"6,894,050,878,953,200","4,568,843,222,982,030"
"9,864,727,092,099,820","37,018,952,984,478,400"
"","4,903,914,479,432,380"
"8,039,696,863,248,340","38,260,632,484,284,800"
"9,824,706,476,038,180","3,226,035,359,326,210"
"10,887,304,994,821,200","4,004,161,299,520,190"
"9,831,401,690,527,040","33,118,081,384,490,100"
"6,528,479,452,805,510","40,632,764,275,187,800"
"40,914,114,501,536,400","5,952,324,819,621,300"
"","3,500,848,661,792,520"
"","31,653,909,007,410,800"
"","4,323,989,597,567,090"
"6,175,164,949,384,780","33,413,692,911,239,600"
"873,612,638,374,922","33,685,326,113,059,400"
"8,240,945,815,161,520","4,666,295,331,297,610"
"9,152,284,708,947,710","37,927,771,004,295,400"
"","3,813,435,553,007,680"
"63,175,765,536,256,304","3,399,047,913,765,310"
"5,692,124,156,757,810","4,682,390,726,356,540"
"","4,115,320,543,495,380"
"","4,536,181,266,097,950"
"7,191,493,718,892,230","4,320,683,960,630,690"
"7,381,108,533,992,370","4,342,737,529,662,850"
"6,172,517,370,068,860","412,998,499,476,456"
"9,076,317,993,707,080","3,436,985,823,583,100"
"8,854,119,540,039,430","34,613,504,242,046,400"
"67,680,600,489,552,000","4,145,806,701,539,790"
"","3,109,695,767,607,040"
"8,543,216,836,760,840","2,847,875,247,872,650"
"9,564,853,066,461,300","3,182,805,358,542,540"
"5,499,787,730,339,280","36,682,204,827,079,400"
"51,959,206,693,648,600","53,759,018,937,179,000"
"7,283,913,577,235,940","3,571,862,512,137,930"
"58,724,398,594,676,600","3,741,067,232,809,480"
"5,735,723,554,720,850","47,329,535,713,429,104"
"6,158,424,006,182,350","5,080,497,554,589,530"
"72,943,644,330,256,704","33,365,823,322,327,500"
"7,054,266,774,415,680","4,780,615,831,540,400"
"","31,517,678,243,177,900"
"31,487,122,851,761,500","34,656,378,359,366,300"
"5,665,266,376,618,300","4,571,823,610,842,420"
"8,310,938,776,156,910","4,408,559,683,629,240"
"7,096,098,311,427,180","4,569,760,035,565,900"
"7,957,113,516,429,410","37,298,733,005,458,400"
"740,023,858,050,054","4,880,119,767,695,940"
"9,734,619,707,554,270","35,065,029,938,769,500"
"8,037,761,108,429,640","3,572,519,001,665,750"
"","6,099,631,872,543,660"
"5,681,810,748,088,650","537,515,660,940,302"
"8,394,509,584,685,620","37,124,728,343,256,096"
"8,528,292,137,777,410","4,596,923,506,361,620"
"6,238,053,654,469,450","38,483,069,668,474,800"
"5,870,615,501,212,620","3,728,785,236,766,730"
"6,433,726,195,268,950","3,117,918,258,462,240"
"6,069,363,893,970,800","4,914,809,132,195,680"
"6,660,461,917,426,390","3,673,135,983,203,840"
"7,506,111,456,769,490","47,440,066,912,633"
"5,895,145,558,138,060","5,075,214,287,652,740"
"644,923,665,656,657","40,651,480,018,614,800"
"8,550,525,459,441,470","4,591,997,454,258,280"
"7,122,637,439,985,310","3,750,446,964,802,980"
"8,558,663,124,002,480","2,590,635,463,496,210"
"4,624,304,290,590,600","3,424,250,048,768,870"
"","4,117,287,901,677,450"
"6,091,382,724,208,510","5,075,519,615,924,210"
"9,658,661,976,447,790","46,393,865,551,816"
"8,115,624,506,544,230","44,088,119,398,732,200"
"","445,464,130,113,273"
"6,914,868,152,466,820","29,886,114,436,022,800"
"7,337,924,402,194,620","3,935,513,836,805,470"
"7,766,114,454,212,280","43,999,023,132,719"
"8,433,974,835,689,940","31,677,123,526,669,300"
"6,891,549,222,025,170","4,958,936,840,904,340"
"5,946,160,789,485,680","4,903,632,078,861,010"
"6,363,836,377,773,100","403,898,350,222,683"
"5,331,799,285,360,080","4,734,873,906,917,860"
"","4,799,012,921,311,840"
"8,466,013,448,224,410","39,466,205,397,600,096"
"7,426,274,011,029,840","4,363,335,813,318,020"
"11,219,134,743,203,400","5,749,585,831,041,930"
"57,085,174,353,319,904","33,442,848,536,661,500"
"65,596,278,852,610,400","3,664,463,030,864,340"
"5,606,315,225,526,710","37,487,405,069,440,400"
"","38,873,619,270,713,600"
"","366,686,969,365,282"
"","344,029,961,478,404"
"7,539,337,775,748,650","5,114,128,667,825,760"
"8,849,702,725,492,890","29,876,715,235,886,100"
"7,682,762,474,412,730","5,044,306,091,718,330"
"","4,725,347,454,549,980"
"6,448,191,031,909,260","3,932,210,320,679,030"
"10,199,412,694,268,300","4,384,868,014,016,780"
"7,766,186,660,186,790","36,742,254,421,508,496"
"","4,129,300,910,378,930"
"975,657,762,790,083","37,490,092,578,160,096"
"","38,608,066,031,653,000"
"6,406,797,812,679,780","4,573,968,264,696,430"
"","4,697,040,686,340,620"
"8,445,219,158,974,170","4,400,705,861,502,300"
"4,137,044,912,614,190","4,327,356,026,643,430"
"7,675,913,621,057,360","5,040,460,814,701,460"
"","35,584,448,016,334,100"
"5,701,100,970,110,500","59,567,534,977,880,000"
"6,376,576,427,120,520","4,161,585,514,695,000"
"5,517,737,316,420,500","4,523,106,007,500,930"
"3,854,617,678,402,050","42,904,350,458,230,096"
"7,558,076,302,469,550","416,900,526,664,164"
"7,387,433,763,492,860","38,305,772,720,040,800"
"7,763,415,106,574,560","4,113,536,186,706,400"
"","4,252,220,379,574,880"
"7,509,350,205,118,640","4,321,856,146,871,560"
"","4,659,394,533,911,930"
"505,727,054,567,867","4,432,270,873,166,640"
"5,830,542,048,973,090","5,192,116,650,426,920"
"5,859,690,474,378,690","27,473,328,268,606,100"
"8,891,674,050,856,760","45,225,992,293,244,304"
"10,154,219,072,428,900","3,730,899,268,667,570"
"","3,581,036,881,421,090"
"7,683,156,515,101,870","478,132,309,399,482"
"7,455,541,163,214,240","29,303,645,961,216,500"
"","2,994,780,121,985,050"
"48,118,324,898,032,304","28,609,929,488,436,300"
"5,720,136,479,125,310","35,132,554,958,442,700"
"9,961,503,136,754,180","5,215,590,495,080,510"
"32,309,731,059,187,400","32,819,205,591,698,400"
"10,188,432,654,950,600","4,635,243,482,549,480"
"6,262,907,281,727,780","45,949,191,563,642,400"
"7,399,811,393,921,770","3,803,723,817,903,260"
"9,271,668,544,453,810","37,442,036,323,060,304"
"4,704,183,667,003,450","4,138,994,399,941,140"
"8,654,792,650,142,800","5,148,137,887,599,700"
"8,018,771,948,965,180","4,356,279,098,148,030"
"818,936,335,603,807","3,688,298,056,277,850"
"9,341,091,803,370,390","4,598,786,500,022,120"
"","4,122,850,190,557,180"
"4,891,960,039,961,390","39,042,699,551,582,600"
"6,056,817,844,582,380","33,580,608,070,454,500"
"5,655,117,422,470,190","4,401,152,242,426,080"
"7,890,263,352,659,870","4,636,738,762,684,450"
"11,907,739,829,669,800","4,256,415,420,544,100"
"881,147,224,773,704","558,739,598,761,068"
"4,126,581,310,415,110","3,504,750,791,059,390"
"5,735,358,658,660,180","4,085,054,788,353,820"
"8,000,775,801,322,480","4,519,209,517,780,020"
"877,504,747,012,084","38,306,988,640,461,800"
"8,303,831,038,249,460","33,926,567,014,093,300"
"5,082,241,431,687,360","5,056,378,662,464,010"
"5,813,546,487,993,310","3,721,425,933,150,610"
"34,223,941,642,163,800","3,676,245,974,726,410"
"5,913,374,863,624,710","24,998,319,694,156,900"
"6,783,023,739,620,580","4,778,808,149,718,980"
"6,836,059,947,015,480","49,525,082,474,539,504"
"4,884,388,228,619,600","36,167,005,352,463,504"
"8,331,553,235,054,370","26,923,888,795,667,300"
"781,965,915,392,936","2,402,337,210,865"
"5,428,356,913,745,270","28,478,435,375,612,200"
"4,556,656,719,060,650","4,392,257,324,547,540"
"7,333,003,447,205,320","2,642,003,806,281,330"
"71,143,867,193,719,400","3,762,682,465,763,930"
"6,376,950,463,991,440","4,284,387,095,962,000"
"9,338,235,018,430,640","18,725,726,008,413,100"
"","5,541,322,279,631,280"
"8,933,877,610,085,760","4,374,796,521,715,550"
"10,600,589,992,057,100","5,477,700,313,791,720"
"68,388,167,067,275,296","4,776,536,254,772,460"
"5,600,876,517,470,600","4,362,033,669,355,950"
"61,025,333,060,713,504","2,292,573,781,243,530"
"6,490,922,996,455,360","4,372,333,382,242,290"
"8,506,979,070,074,120","38,817,938,351,483,104"
"74,132,883,405,347,808","3,290,105,906,261,200"
"","5,146,442,623,782,870"
"7,586,235,787,902,420","4,351,335,081,254,760"
"7,103,348,375,140,520","4,417,193,560,665,690"
"6,153,495,923,977,110","4,819,970,457,896,780"
"2,376,768,075,959,950","36,292,177,681,489,696"
"751,483,566,596,394","4,299,732,160,445,900"
"7,445,189,293,060,900","36,378,945,812,142,096"
"4,835,297,728,180,930","3,633,760,608,001,240"
"8,376,279,724,659,610","5,703,962,806,658,410"
"79,459,090,689,348,304","35,854,312,498,873,000"
"8,727,778,876,323,070","3,831,540,450,516,010"
"60,894,308,462,971,904","4,366,860,919,211,030"
"7,172,323,075,211,820","30,842,156,404,583,100"
"8,332,953,484,844,600","340,829,958,802,318"
"","395,509,083,425,873"
"4,563,370,643,484,320","4,825,179,225,576,870"
"","35,224,864,626,363,300"
"36,768,449,933,847,696","5,461,473,095,749,790"
"","35,171,530,228,599,700"
"78,890,797,349,062,096","4,034,040,700,765,160"
"55,257,685,450,431,400","4,401,412,624,381,880"
"485,805,560,159,329","4,130,972,246,502,350"
"32,728,200,975,185,400","4,318,516,117,496,330"
"71,175,786,583,500,496","4,333,401,737,047,980"
"7,822,257,362,901,780","3,080,865,918,611,650"
"4,334,057,805,514,530","26,135,320,972,149,800"
"","3,259,749,193,787,480"
"8,839,583,902,216,150","31,180,394,543,789,400"
"5,290,666,876,847,170","3,530,573,615,782,630"
"7,873,271,692,669,190","3,306,392,909,436,910"
"7,148,440,931,892,330","4,308,569,820,911,370"
"6,453,605,209,394,520","5,568,264,940,032,500"
"","4,940,014,517,196,930"
"5,654,118,943,459,350","34,662,644,582,513,100"
"7,650,683,237,261,010","40,437,108,836,976,600"
"64,182,030,571,970,800","26,709,767,469,328,600"
"6,848,000,112,594,900","38,152,276,087,163,600"
"6,991,685,152,928,780","3,724,823,560,337,370"
"5,924,799,469,006,340","4,188,927,903,696,810"
"7,526,680,395,036,490","41,482,231,286,287,296"
"","4,849,755,347,855,410"
"5,324,641,431,045,320","36,520,033,552,178,704"
"9,038,326,068,974,220","3,706,265,891,722,720"
"5,945,988,643,250,950","37,933,292,763,371,296"
"6,195,086,857,984,770","4,196,558,262,262,500"
"9,062,822,324,592,780","3,730,369,857,064,920"
"7,137,428,697,435,650","2,964,181,350,437,080"
"6,232,010,556,459,670","16,415,150,097,935,700"
"7,780,868,679,242,900","4,602,026,774,692,100"
"7,150,046,115,062,040","2,633,890,804,064,500"
"4,574,124,682,109,070","3,086,499,925,758,960"
"6,179,312,077,651,530","29,519,609,352,512,800"
"5,566,328,462,754,780","3,424,760,733,829,150"
"","5,136,779,753,078,210"
"7,185,167,714,343,040","39,558,469,776,104,896"
"","4,141,552,313,336,070"
"6,990,452,676,633,390","5,184,441,994,818,030"
"5,810,742,057,236,210","34,369,668,618,570,300"
"7,444,165,851,996,690","38,208,657,041,290,096"
"4,374,877,631,689,640","30,301,078,473,339,800"
"6,602,539,771,517,400","35,924,960,849,831,300"
"6,857,493,757,803,470","4,306,581,068,206,630"
"","38,881,773,831,283,600"
"6,789,820,821,454,210","45,120,682,052,334,400"
"8,560,349,290,980,840","2,939,212,581,325,050"
"","3,787,475,537,347,360"
"8,277,058,197,816,890","37,513,240,908,875,000"
"","5,068,469,997,878,650"
"6,921,257,043,340,860","35,403,842,778,756,900"
"5,636,923,560,026,000","30,071,380,985,115,800"
"6,607,503,310,701,940","34,471,112,186,330,300"
"4,951,413,520,154,640","38,706,812,846,517,504"
"5,913,132,932,597,380","3,900,211,313,902,080"
"","4,706,774,891,746,260"
"5,796,236,902,009,640","24,836,433,968,894,200"
"5,039,673,103,915,170","4,864,866,409,455,390"
"61,635,190,153,593,600","3,477,244,889,243,600"
"6,339,142,826,418,300","33,557,650,163,097,200"
"761,067,277,645,396","5,404,817,647,950,800"
"5,782,079,033,854,950","5,059,361,568,255,060"
"6,451,503,543,212,320","6,307,678,472,047,720"
"","368,559,289,638,376"
"69,204,487,000,696,896","4,498,818,335,873,900"
"6,549,187,601,426,580","4,190,311,120,790,960"
"63,932,313,449,189,200","36,443,881,273,520,096"
"6,100,245,391,093","2,174,898,198,676,530"
"63,594,313,098,556,304","36,364,949,109,479,600"
"6,272,474,990,901,280","4,612,535,780,383,910"
"","36,002,204,377,572"
"7,493,843,860,854,460","38,199,465,596,846,896"
"763,526,469,216,248","39,483,035,163,532,400"
"9,097,617,417,474,690","54,736,632,488,956,496"
"8,040,144,167,343,290","3,986,459,812,349,230"
"7,296,908,882,387,330","4,671,448,182,615,170"
"822,680,803,429,499","21,887,018,433,563,800"
"8,014,183,072,060,870","34,170,761,989,488,100"
"9,252,893,397,357,360","35,664,347,304,327,500"
"72,881,127,068,161,696","36,269,899,604,038,896"
"4,865,444,268,085,010","5,070,254,359,377,520"
"4,762,828,659,328,940","2,471,786,245,060,300"
"5,141,506,876,714,260","4,510,578,266,177,080"
"48,863,798,036,263,904","3,227,849,086,219,340"
"9,454,119,448,104,630","40,586,260,103,019"
"7,000,523,220,722,730","4,333,688,587,372,010"
"8,323,982,150,124,740","4,153,782,657,266,310"
"6,643,158,712,135,610","4,562,197,671,215,200"
"","5,709,690,240,551,300"
"6,758,656,470,581,750","27,438,902,217,611,500"
"8,628,893,415,492,300","3,071,350,370,794,220"
"9,794,717,848,521,510","2,807,129,774,600,520"
"5,376,078,292,034,360","3,629,250,321,506,010"
"5,603,325,960,876,680","39,004,213,611,254,800"
"8,592,417,714,156,250","37,012,879,418,226,200"
"7,266,781,485,544,790","39,198,270,449,578,000"
"8,064,652,809,050,980","33,241,126,143,010,900"
"","371,095,753,994,514"
"6,336,456,502,432,500","4,561,219,815,198,770"
"61,663,482,229,269,504","4,816,304,243,581,650"
"4,533,399,113,632,130","3,188,640,741,905,020"
"8,951,652,135,487,260","18,443,716,036,962,100"
"7,210,773,702,067,900","4,462,408,040,870,790"
"4,238,282,524,808,320","37,874,258,893,121,800"
"8,264,090,516,352,200","34,105,107,155,681,600"
"78,933,127,111,154,208","40,973,601,164,011,200"
"4,855,587,760,461,030","4,697,153,025,520,570"
"5,230,453,969,096,880","36,956,151,117,926,600"
"7,017,295,398,626,630","4,899,611,272,468,950"
"4,941,972,156,828,110","5,076,146,746,327,630"
"9,638,222,268,227,190","4,614,369,673,533,870"
"7,337,399,849,697,420","4,981,833,942,925,020"
"","3,735,204,450,885,160"
"","32,919,428,728,664,100"
"8,257,596,524,670,310","4,528,574,925,440,660"
"8,315,267,620,031,080","41,285,253,608,325,904"
"","32,938,483,740,192,700"
"7,171,593,554,534,840","462,273,611,029,743"
"6,941,278,904,431,050","4,178,959,771,570,960"
"","39,792,968,666,884,000"
"6,888,547,603,133,790","29,014,320,441,377,400"
"68,331,110,185,961,600","30,215,735,952,193,100"
"8,247,958,056,143,680","4,723,230,705,859,020"
"8,922,379,799,883,820","5,821,825,990,151,660"
"73,560,567,780,554,304","4,549,916,839,518,290"
"","38,933,268,317,338,304"
"9,752,703,226,519,840","34,221,104,746,990,900"
"6,844,141,767,435,710","3,412,853,174,713,610"
"6,910,765,112,184,390","4,340,148,944,480,570"
"880,184,604,561,893","4,031,495,952,782,070"
"6,283,103,588,064,350","2,663,920,733,696,860"
"635,403,811,007,823","4,935,240,394,248,470"
"5,928,767,339,528,970","3,592,912,289,891,950"
"68,236,420,060,869,000","33,863,626,717,905,200"
"73,422,312,494,162,592","4,261,504,364,251,510"
"714,601,971,618,829","5,393,476,357,423,510"
"5,089,387,791,182,680","30,540,452,006,756,700"
"8,594,217,251,084,950","448,954,479,397,793"
"8,149,437,297,610,580","4,949,257,360,747,260"
"9,271,578,532,993,320","35,496,084,097,380,800"
"7,021,617,480,943,760","3,855,636,250,178,680"
"783,336,100,102,891","427,097,313,834,306"
"6,643,734,375,617,570","3,920,607,408,198,080"
"6,761,413,709,046,800","4,350,206,872,394,590"
"7,243,482,154,402,430","4,763,578,511,529,130"
"7,990,658,238,533,350","3,160,917,458,532,660"
"7,612,516,822,631,860","29,395,934,717,094,700"
"6,080,992,868,571,660","2,091,786,839,914,140"
"7,888,424,514,936,050","2,998,065,930,668,410"
"6,658,833,571,629,880","3,969,740,440,383,510"
"","3,210,752,658,318,470"
"7,222,997,560,406,460","39,662,585,095,670,304"
"","31,256,087,009,088,500"
"6,427,720,560,503,040","29,044,533,996,755,900"
"5,023,380,783,822,830","4,477,351,412,174,470"
"","3,789,195,950,500,150"
"8,163,999,617,620,280","367,308,809,381,557"
"","3,537,040,784,668,470"
"5,272,156,458,908,080","4,063,825,853,972,670"
"6,903,074,330,528,870","4,473,887,010,766,560"
"746,655,835,764,527","4,991,674,870,778,560"
"7,397,650,662,541,770","30,784,787,878,788,200"
"","41,135,850,300,896,496"
"","34,065,631,996,849,200"
"553,953,369,002,387","3,755,660,187,275,040"
"7,376,161,138,266,740","40,102,353,937,852,304"
"9,318,613,915,632,220","4,642,719,286,485,370"
"6,701,940,911,688,220","4,179,449,580,997,940"
"55,475,762,631,029,400","4,448,670,726,124,140"
"9,001,822,865,226,580","3,976,873,452,391,290"
"9,130,768,886,836,280","4,771,443,754,534,460"
"4,077,920,470,156,390","478,905,205,310,489"
"71,252,110,755,305,504","39,080,753,459,125"
"13,541,240,236,567,900","352,919,095,680,354"
"7,171,223,722,909,920","22,090,917,998,705,000"
"","4,410,673,878,237,040"
"6,977,744,099,966,930","35,306,226,939,577,400"
"63,571,667,199,938,704","5,222,077,291,311,560"
"","4,464,243,686,429,180"
"8,339,436,756,896,680","4,133,696,121,710,740"
"6,276,956,510,097,860","3,214,286,497,191,310"
"1,094,747,263,615,240","3,112,317,481,644,130"
"987,179,123,237,563","36,522,638,308,082,304"
"4,317,187,353,941,980","4,078,277,144,763,910"
"4,227,537,385,918,200","4,479,628,314,203,460"
"4,140,077,138,692,390","31,675,825,705,584,300"
"5,349,997,296,912,590","38,387,213,854,831,800"
"7,578,014,307,935,780","35,038,185,114,325,200"
"7,710,137,890,814,490","38,986,708,026,972,704"
"8,330,743,318,988,170","24,080,491,285,479,300"
"6,510,972,334,665,770","39,625,251,101,758,400"
"","4,128,746,146,713,470"
"69,343,105,827,538,304","4,210,975,272,536,800"
"8,618,653,849,249,890","4,141,341,848,770,990"
"8,460,963,963,587,500","4,728,493,823,388,880"
"4,004,248,332,658,400","4,445,946,435,865,920"
"3,762,097,646,306,430","4,986,069,330,213,050"
"3,795,132,905,042,610","31,850,831,676,181,400"
"5,660,736,311,071,090","5,016,187,558,860,870"
"9,396,148,399,484,130","4,606,058,055,039,480"
"13,349,888,560,662,200","25,310,748,546,478,900"
"","37,760,997,204,016,704"
"78,179,012,805,146,496","4,622,667,687,389,190"
"","4,266,869,045,131,150"
"14,317,815,547,427,400","4,948,442,555,998,780"
"6,970,036,693,982,140","427,528,772,019,042"
"10,851,860,346,886,700","4,345,012,724,758,550"
"6,588,007,289,609,890","4,216,454,466,143,600"
"9,004,352,169,514,850","35,278,934,709,486,300"
"","4,374,332,547,150,970"
"4,328,282,515,586,850","37,085,258,632,452,800"
"7,417,823,926,645,130","34,708,120,786,488,400"
"32,616,697,873,910,200","4,280,669,331,366,600"
"","4,742,163,225,987,990"
"7,928,831,288,871,600","3,413,572,942,692,290"
